episode,date_id,seed,is_naive,gamma,demand_scale,platoon_factor,experiment_horizon,double_layer_horizon,coeffs_up,coeffs_dn,waits,moves,total
10,30,10,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,30234.0,23477.489853208463,53711.48985320846
11,31,11,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,23244.0,22814.338779128386,46058.33877912839
12,15,12,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,38859.0,23659.551946297965,62518.551946297965
13,16,13,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,38253.0,22841.10531262629,61094.105312626285
14,17,14,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,33075.0,23249.690965447327,56324.69096544733
15,20,15,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,24804.0,24173.385225409555,48977.385225409555
16,21,16,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,16794.0,24678.0565715464,41472.0565715464
17,22,17,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,29970.0,23098.65601521422,53068.65601521422
18,23,18,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,28068.0,23095.619876402397,51163.6198764024
19,27,19,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,18276.0,23673.515828480464,41949.515828480464
20,28,20,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,20763.0,24698.656639971898,45461.6566399719
21,29,21,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,27759.0,22965.8987718442,50724.8987718442
22,30,22,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,26136.0,23971.605295419784,50107.60529541978
23,31,23,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,21192.0,23404.934153610026,44596.934153610026
24,15,24,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,37851.0,23491.223375743146,61342.223375743146
25,16,25,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,41172.0,22935.42371457091,64107.423714570905
26,17,26,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,38148.0,23507.168355312857,61655.16835531285
27,20,27,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,26277.0,23452.014134834502,49729.014134834506
28,21,28,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,20745.0,23757.33002355797,44502.330023557966
29,22,29,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,35421.0,23757.91125139702,59178.91125139702
30,23,30,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,30294.0,24675.863899926542,54969.86389992654
31,27,31,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,17784.0,23707.234663672276,41491.23466367228
32,28,32,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,20475.0,21903.56073159505,42378.56073159505
33,29,33,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,32166.0,24295.570659484467,56461.57065948447
34,30,34,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,28758.0,23002.697955334796,51760.69795533479
35,31,35,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,20703.0,23582.39977382181,44285.39977382181
36,15,36,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,29286.0,23417.566624058705,52703.5666240587
37,16,37,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,28632.0,23202.105819291424,51834.10581929142
38,17,38,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,32025.0,23340.01026963207,55365.01026963207
39,20,39,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,24936.0,23645.962077701373,48581.96207770138
40,21,40,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,19290.0,23828.683612482262,43118.68361248226
41,22,41,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,33258.0,23866.13364788613,57124.133647886134
42,23,42,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,27039.0,23428.700729455788,50467.700729455784
43,27,43,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,17664.0,23152.124535173403,40816.1245351734
44,28,44,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,20586.0,21617.082185569372,42203.08218556937
45,29,45,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,34908.0,23867.392351659422,58775.39235165942
46,30,46,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,27975.0,22607.018712052202,50582.0187120522
47,31,47,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,20010.0,21699.072942360963,41709.07294236096
48,15,48,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,36969.0,24067.848039307984,61036.84803930798
49,16,49,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,36831.0,22585.61107410431,59416.61107410431
50,17,50,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,36909.0,23574.443035556702,60483.4430355567
51,20,51,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,22167.0,24057.30103141357,46224.301031413575
52,21,52,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,19737.0,23600.78466433518,43337.78466433518
53,22,53,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,28920.0,22406.66344081243,51326.66344081243
54,23,54,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,24792.0,23162.7958394521,47954.7958394521
55,27,55,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,18663.0,23560.507504355133,42223.50750435513
56,28,56,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,20964.0,23043.523335434682,44007.523335434686
57,29,57,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,31917.0,23610.445433944707,55527.44543394471
58,30,58,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,27732.0,23868.067971830238,51600.06797183024
59,31,59,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,18087.0,23962.007016563723,42049.00701656372
60,15,60,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,28329.0,22366.64712971538,50695.64712971538
61,16,61,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,39828.0,23611.045103421493,63439.04510342149
62,17,62,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,33312.0,22800.94813076604,56112.94813076604
63,20,63,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,22686.0,21663.662773979664,44349.66277397967
64,21,64,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,19773.0,23652.21695439387,43425.216954393865
65,22,65,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,27054.0,22498.52013162428,49552.520131624275
66,23,66,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,28584.0,23561.705943830766,52145.70594383076
67,27,67,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,19032.0,22562.319851883407,41594.31985188341
68,28,68,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,18816.0,24297.021618796432,43113.02161879643
69,29,69,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,31002.0,22682.501897605176,53684.50189760518
70,30,70,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,26877.0,23570.690907429776,50447.69090742977
71,31,71,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,19113.0,23657.67042638593,42770.67042638593
72,15,72,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,36369.0,22768.326964482876,59137.326964482876
73,16,73,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,30285.0,23609.988253881682,53894.98825388168
74,17,74,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,36576.0,23190.01338894567,59766.01338894567
75,20,75,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,22191.0,24151.080756243624,46342.080756243624
76,21,76,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,21078.0,24040.57308833968,45118.573088339675
77,22,77,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,29988.0,23974.64148289316,53962.64148289316
78,23,78,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,26889.0,22934.291749812277,49823.29174981228
79,27,79,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,18651.0,22913.01996468415,41564.01996468415
80,28,80,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,18630.0,24431.558138871776,43061.55813887178
81,29,81,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,27387.0,21409.262417208978,48796.26241720898
82,30,82,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,30186.0,22336.016847374514,52522.016847374514
83,31,83,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,21834.0,23124.801661204416,44958.801661204416
84,15,84,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,32886.0,22811.410902498577,55697.41090249858
85,16,85,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,36849.0,22641.98148581128,59490.98148581128
86,17,86,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,32031.0,23256.031078890654,55287.03107889065
87,20,87,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,24618.0,22838.150065007245,47456.15006500724
88,21,88,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,18594.0,24314.217649335573,42908.21764933557
89,22,89,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,33105.0,23226.280285793346,56331.28028579334
90,23,90,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,27282.0,22749.823209550468,50031.823209550465
91,27,91,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,19458.0,23149.097671193307,42607.0976711933
92,28,92,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,19848.0,24159.43275550503,44007.432755505026
93,29,93,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,33294.0,24508.208279145434,57802.20827914543
94,30,94,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,28848.0,23379.984210160772,52227.98421016077
95,31,95,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,20190.0,22852.078230578478,43042.07823057848
96,15,96,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,34212.0,23877.941521305573,58089.941521305576
97,16,97,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,31926.0,22491.67092635407,54417.67092635407
98,17,98,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,37263.0,23066.10373983869,60329.10373983869
99,20,99,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,25905.0,24046.33627341551,49951.33627341551
100,21,100,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,17649.0,24190.289908468054,41839.289908468054
101,22,101,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,35718.0,23705.204700545022,59423.20470054502
102,23,102,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,28599.0,22604.6491965785,51203.649196578495
103,27,103,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,18990.0,22285.9644958877,41275.9644958877
104,28,104,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,21738.0,24041.96965323478,45779.96965323478
105,29,105,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,31677.0,23688.640628550085,55365.640628550085
106,30,106,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,30390.0,23078.73238099819,53468.73238099819
107,31,107,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,21555.0,23769.120175031065,45324.120175031065
108,15,108,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,29085.0,22824.124281659922,51909.124281659926
109,16,109,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,30135.0,21894.689603142353,52029.68960314235
110,17,110,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,33861.0,22506.056470348183,56367.05647034818
111,20,111,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,24507.0,23901.390575907335,48408.39057590734
112,21,112,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,19374.0,22485.364583727678,41859.36458372768
113,22,113,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,31482.0,23428.6965539888,54910.696553988804
114,23,114,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,24792.0,24240.363402597424,49032.363402597424
115,27,115,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,20985.0,23307.3502689454,44292.3502689454
116,28,116,False,0.74,1.0,2.0,168,4,0.8316215053151956;0.08383023774930787;1.145668922345302;-0.7275011374588818,1.1454242379924269;-1.0020964707344506;1.3981261320423664;-0.752704374966651,18675.0,24356.377353670854,43031.377353670854
